instnm,Latitude location of institution (HD2019),Institution (entity) name (HD2019),Institution name alias (HD2019),Longitude location of institution (HD2019),Office of Postsecondary Education (OPE) ID Number (HD2019),Latitude location of institution (HD2012),Longitude location of institution (HD2012),Office of Postsecondary Education (OPE) ID Number (HD2012),
Minneapolis Business College,45.006831,Minneapolis Business College, ,-93.173041,00464500  ,45.005272,-93.173351,00464500  ,
Minneapolis College of Art and Design,44.956988,Minneapolis College of Art and Design,MCAD,-93.274705,00236500  ,44.956988,-93.274694,00236500  ,
Minneapolis Community and Technical College,44.972679,Minneapolis Community and Technical College, ,-93.284507,00236200  ,44.972672,-93.284489,00236200  ,
Minnesota School of Cosmetology-Plymouth Campus,44.994528,Minnesota School of Cosmetology-Plymouth Campus, ,-93.503070,02238101  ,44.994274,-93.502035,02238101  ,
Minnesota School of Cosmetology-Woodbury Campus,44.924692,Minnesota School of Cosmetology-Woodbury Campus, ,-92.973998,02238100  ,44.925120,-92.973902,02238100  ,
Minnesota State College Southeast,44.024554,Minnesota State College Southeast,Southeast Technical|Red Wing/Winona Technical College|Red Wing Technical College|Winona Technical College  Minnesota State College-Southeast Technical,-91.618318,00239300  ,44.024554,-91.618314,00239300  ,
Minnesota State Colleges and Universities System Office,44.947960,Minnesota State Colleges and Universities System Office,Minnesota State,-93.095680,00934600  ,,,,
Minnesota State Community and Technical College,46.289194,Minnesota State Community and Technical College,M State,-96.097321,00554100  ,46.288102,-96.096961,00554110  ,
Minnesota State University Moorhead,46.867153,Minnesota State University Moorhead,MSU Moorhead  MSUM,-96.759532,00236700  ,46.866482,-96.763376,00236700  ,
Minnesota State University-Mankato,44.146712,Minnesota State University-Mankato, ,-93.999450,00236000  ,44.147253,-93.998494,00236000  ,
Minnesota West Community and Technical College,44.807550,Minnesota West Community and Technical College, ,-95.561720,00526300  ,44.807550,-95.561709,00526300  ,
Minot State University,48.246961,Minot State University,MSU,-101.298610,00299400  ,48.246877,-101.300624,00299400  ,
MiraCosta College,33.190483,MiraCosta College, ,-117.302606,00123900  ,33.191231,-117.302283,00123900  ,
Mirrer Yeshiva Cent Institute,40.605043,Mirrer Yeshiva Cent Institute, ,-73.966049,00479800  ,40.605043,-73.966049,00479800  ,
Misericordia University,41.345277,Misericordia University, ,-75.971541,00324700  ,41.344765,-75.971016,00324700  ,
Missio Theological Seminary,39.959026,Missio Theological Seminary,Missio Seminary,-75.150056,02323000  ,40.281414,-75.303897,02323000  ,
Mission Beauty Institute,26.213855,Mission Beauty Institute, ,-98.312050,04250800  ,,,,
Mission College,37.391935,Mission College, ,-121.980783,02119100  ,37.391323,-121.982174,02119100  ,
Mississippi College,32.335515,Mississippi College,MC,-90.329821,00241500  ,32.334565,-90.330452,00241500  ,
Mississippi College of Beauty Culture,31.693316,Mississippi College of Beauty Culture, ,-89.135405,02302800  ,31.693843,-89.134632,02302800  ,
Mississippi Community College Board,32.338859,Mississippi Community College Board,Mississippi State Community College Board,-90.144689,00241001  ,32.338455,-90.144935,00241001  ,
Mississippi Delta Community College,33.444906,Mississippi Delta Community College, ,-90.502053,00241600  ,33.444906,-90.502053,00241600  ,
Mississippi Gulf Coast Community College,30.780784,Mississippi Gulf Coast Community College, ,-89.142952,00241700  ,30.779349,-89.144339,00241700  ,
Mississippi Institute of Aesthetics Nails & Cosmetology,32.330039,Mississippi Institute of Aesthetics Nails & Cosmetology,Mississippi Institute,-90.327649,04140200  ,32.320910,-90.325011,04140200  ,
Mississippi State University,33.454852,Mississippi State University, ,-88.790139,00242300  ,33.425002,-88.879658,00242300  ,
Mississippi University for Women,33.493305,Mississippi University for Women,MUW,-88.418601,00242200  ,33.493305,-88.418601,00242200  ,
Mississippi Valley State University,33.514142,Mississippi Valley State University, ,-90.341274,00242400  ,33.514142,-90.341274,00242400  ,
Missouri Baptist University,38.641526,Missouri Baptist University,MBU,-90.462586,00754000  ,38.642017,-90.462606,00754000  ,
Missouri College of Cosmetology North,37.179314,Missouri College of Cosmetology North, ,-93.234613,03519300  ,37.180500,-93.233454,03519300  ,
Missouri Southern State University,37.095155,Missouri Southern State University,Missouri Southern,-94.461689,00248800  ,37.095722,-94.460893,00248800  ,
Missouri State University-Springfield,37.199258,Missouri State University-Springfield, ,-93.281281,00250300  ,37.197983,-93.276821,00250300  ,
Missouri State University-West Plains,36.729574,Missouri State University-West Plains, ,-91.857838,03106000  ,36.729574,-91.857838,03106000  ,
Missouri University of Science and Technology,37.953426,Missouri University of Science and Technology, ,-91.775583,00251700  ,37.955853,-91.775900,00251700  ,
Missouri Valley College,39.108522,Missouri Valley College, ,-93.190654,00248900  ,39.108655,-93.190236,00248900  ,
Missouri Western State University,39.757500,Missouri Western State University,Western|MWSU|MWSC|Missouri Western State College,-94.785643,00249000  ,39.757500,-94.785643,00249000  ,
Mitchell College,41.328013,Mitchell College, ,-72.095230,00139300  ,41.328075,-72.095337,00139300  ,
Mitchell Community College,35.782814,Mitchell Community College, ,-80.894083,00294700  ,35.782814,-80.894083,00294700  ,
Mitchell Hamline School of Law,44.942020,Mitchell Hamline School of Law, ,-93.138224,00239100  ,44.942092,-93.137709,00239100  ,
Mitchell Technical Institute,43.688663,Mitchell Technical Institute, ,-98.002505,00828400  ,43.687797,-97.997507,00828400  ,
Mitchells Academy,35.718299,Mitchells Academy, ,-77.953500,02056500  ,35.721710,-77.951093,02056500  ,
Mitchells Academy,35.764652,Mitchells Academy,Mitchell's Hair Styling Academy,-78.742438,02056501  ,35.764652,-78.742438,02056501  ,
Mitsu Sato Hair Academy,38.964694,Mitsu Sato Hair Academy, ,-94.670149,04205300  ,38.964683,-94.667861,04205300  ,
MIXED Institute of Cosmetology & Barber,38.495699,MIXED Institute of Cosmetology & Barber,MIXED Institute   MIXED Institute of Cosmetology,-121.435770,04281100  ,,,,
MKG Beauty & Business,41.786080,MKG Beauty & Business,Michael K. Galvin Beauty & Business Academy,-71.472161,04246000  ,,,,
Moberly Area Community College,39.418607,Moberly Area Community College,MACC,-92.455064,00249100  ,39.418607,-92.455064,00249100  ,
Mobile Technical Training,40.857008,Mobile Technical Training, ,-74.049680,04257800  ,,,,
Model College of Hair Design,45.557730,Model College of Hair Design, ,-94.159447,00983100  ,45.558469,-94.159214,00983100  ,
Modern Beauty Academy,34.195384,Modern Beauty Academy, ,-119.181423,00720400  ,34.195384,-119.181423,00720400  ,
Modern Hairstyling Institute-Arecibo,18.475820,Modern Hairstyling Institute-Arecibo, ,-66.754059,02195500  ,18.476118,-66.754165,02195500  ,
Modern Hairstyling Institute-Bayamon,18.400061,Modern Hairstyling Institute-Bayamon, ,-66.155872,02195400  ,18.399209,-66.156474,02195400  ,
Modern Hairstyling Institute-Carolina,18.379812,Modern Hairstyling Institute-Carolina, ,-65.963611,02195900  ,18.395570,-65.951726,02195900  ,
Modern Technology School,33.723142,Modern Technology School,M.T. X-ray Inc.,-117.918837,03063400  ,33.723142,-117.918837,03063400  ,
Modern Welding School,42.779193,Modern Welding School, ,-73.903157,02275900  ,42.779336,-73.903373,02275900  ,
Modesto Junior College,37.651056,Modesto Junior College,MJC,-121.009792,00124000  ,37.652042,-121.009723,00124000  ,
Mohave Community College,35.270996,Mohave Community College, ,-114.029838,01186400  ,35.270737,-114.030244,01186400  ,
Mohawk Valley Community College,43.076765,Mohawk Valley Community College,MVCC,-75.219367,00287100  ,43.077384,-75.217197,00287100  ,
Moler Barber College,37.827075,Moler Barber College, ,-122.265352,02185800  ,37.826826,-122.265094,02185800  ,
Moler Barber College,46.873931,Moler Barber College, ,-96.790818,03087200  ,46.873965,-96.790826,03087200  ,
Moler Hollywood Beauty Academy,39.182803,Moler Hollywood Beauty Academy, ,-84.425549,01284800  ,39.102391,-84.512718,01284800  ,
Moler-Pickens Beauty Academy,39.317488,Moler-Pickens Beauty Academy, ,-84.499701,02328500  ,39.317375,-84.499618,02328500  ,
Molloy College,40.685941,Molloy College, ,-73.626183,00277500  ,40.685970,-73.626278,00277500  ,
Monmouth College,40.914824,Monmouth College, ,-90.637310,00172500  ,40.914590,-90.637909,00172500  ,
Monmouth County Vocational School District,40.265559,Monmouth County Vocational School District,mcvsd,-74.249254,00539900  ,40.288319,-73.992279,00539900  ,
Monmouth University,40.280066,Monmouth University, ,-74.006447,00261600  ,40.280066,-74.006446,00261600  ,
Monongalia County Technical Education Center,39.611165,Monongalia County Technical Education Center,MTEC,-79.957275,01290400  ,39.611165,-79.957275,01290400  ,
Monroe 2 Orleans BOCES-Center for Workforce Development,43.152897,Monroe 2 Orleans BOCES-Center for Workforce Development,BOCES 2 CWD,-77.744927,04117700  ,43.125224,-77.734670,04117700  ,
Monroe College,40.864459,Monroe College, ,-73.900215,00479900  ,40.863911,-73.900217,00479900  ,
Monroe Community College,43.101036,Monroe Community College, ,-77.610136,00287200  ,43.101265,-77.608488,00287200  ,
Monroe County Community College,41.916170,Monroe County Community College, ,-83.470274,00229400  ,41.916170,-83.470274,00229400  ,
Montana Academy of Salons,47.499410,Montana Academy of Salons,Montana Academy,-111.303922,04164100  ,47.498169,-111.304311,04164100  ,
Montana Barber Institute,31.763303,Montana Barber Institute, ,-106.265623,04278400  ,,,,
Montana Bible College,45.655524,Montana Bible College, ,-111.064143,04140300  ,45.656339,-111.062931,04140300  ,
Montana State University,45.666726,Montana State University,MSU,-111.048812,00253200  ,45.666829,-111.049918,00253200  ,
Montana State University Billings,45.796896,Montana State University Billings,MSU Billings,-108.523009,00253000  ,45.796896,-108.523009,00253000  ,
Montana State University-Northern,48.541490,Montana State University-Northern, ,-109.687806,00253300  ,48.541054,-109.686457,00253300  ,
Montana Technological University,46.012868,Montana Technological University, ,-112.559511,00253100  ,46.012164,-112.557000,00253100  ,
Montcalm Community College,43.253191,Montcalm Community College, ,-85.100181,00229500  ,43.252147,-85.099670,00229500  ,
Montclair State University,40.860414,Montclair State University, ,-74.198141,00261700  ,40.859233,-74.199455,00261700  ,
Monteclaro Escuela de Hoteleria y Artes Culinarias,18.369900,Monteclaro Escuela de Hoteleria y Artes Culinarias, ,-65.780411,03414300  ,18.369284,-65.772956,03414300  ,
Montefiore School of Nursing,40.912133,Montefiore School of Nursing, ,-73.840582,04237200  ,40.912046,-73.840408,02217800  ,
Monterey Peninsula College,36.590558,Monterey Peninsula College, ,-121.884931,00124200  ,36.590826,-121.885774,00124200  ,
Montessori Casa International,39.720268,Montessori Casa International, ,-104.897192,04125100  ,39.718752,-104.897545,04125100  ,
Montessori Education Center of the Rockies,40.019673,Montessori Education Center of the Rockies,MECR  Rocky Mountain Montessori Teacher Training Center,-105.241331,03306300  ,39.965040,-105.253110,03306300  ,
Montessori Institute of Milwaukee,43.024779,Montessori Institute of Milwaukee, ,-87.915838,03309300  ,42.986115,-87.870663,03309300  ,
Montgomery Beauty School,38.999622,Montgomery Beauty School, ,-77.001966,02343800  ,38.999774,-77.001486,02343800  ,
Montgomery College,39.098656,Montgomery College,Montgomery College - Rockville  Montgomery College - Takoma Park  Montgomery College - Germantown,-77.159290,00691100  ,39.095483,-77.158621,00691100  ,
Montgomery Community College,35.367107,Montgomery Community College, ,-79.870005,00808700  ,35.367107,-79.870005,00808700  ,
Montgomery County Community College,40.175609,Montgomery County Community College, ,-75.276093,00445200  ,40.175609,-75.276093,00445200  ,
Montreat College,35.646577,Montreat College, ,-82.297600,00294800  ,35.645844,-82.297522,00294800  ,
Montserrat College of Art,42.550212,Montserrat College of Art, ,-70.876131,02063000  ,42.550416,-70.876419,02063000  ,
Monty Tech,42.560648,Monty Tech, ,-71.860827,01288100  ,42.560657,-71.860828,01288100  ,
Moody Bible Institute,41.897822,Moody Bible Institute,Moody Theological Seminary and Graduate School; Moody Theological Seminary and Graduate School--Michigan; Moody Bible Institute Aviation--Spokane,-87.633459,00172700  ,41.897822,-87.633459,00172700  ,
Moore Career College,30.367301,Moore Career College, ,-91.024786,03727500  ,30.407043,-91.126082,03727500  ,
Moore College of Art and Design,39.957078,Moore College of Art and Design,Moore College,-75.172105,00330000  ,39.957078,-75.172105,00330000  ,
Moore Norman Technology Center,35.274434,Moore Norman Technology Center,MNTC,-97.457319,01227200  ,35.274434,-97.457319,01227200  ,
Moorpark College,34.301146,Moorpark College, ,-118.834528,00711500  ,34.300018,-118.836624,00711500  ,
Moraine Park Technical College,43.785224,Moraine Park Technical College, ,-88.417656,00925600  ,43.785224,-88.417656,00925600  ,
Moraine Valley Community College,41.694613,Moraine Valley Community College,MVCC/Moraine/Moraine Valley/Moraine Valley CC,-87.836915,00769200  ,41.694613,-87.836915,00769200  ,
Moravian College,40.630947,Moravian College,Moravian Theological Seminary | Moravian | Moravian Seminary,-75.383638,00330100  ,40.630888,-75.380979,00330100  ,
More Tech Institute,25.871001,More Tech Institute, ,-80.316971,04220200  ,,,,
Morehead State University,38.186768,Morehead State University, ,-83.434021,00197600  ,38.188462,-83.429742,00197600  ,
Morehouse College,33.745982,Morehouse College, ,-84.414917,00158200  ,33.747930,-84.415156,00158200  ,
Morehouse School of Medicine,33.742888,Morehouse School of Medicine,MSM,-84.411860,02482100  ,33.742549,-84.411958,02482100  ,
Moreno Valley College,33.887440,Moreno Valley College, ,-117.202710,04173500  ,33.887059,-117.205086,04173500  ,
Morgan Community College,40.258792,Morgan Community College, ,-103.771822,00998100  ,40.258792,-103.771822,00998100  ,
Morgan State University,39.344161,Morgan State University, ,-76.585565,00208300  ,39.344235,-76.584238,00208300  ,
Morgantown Beauty College Inc,39.628866,Morgantown Beauty College Inc, ,-79.954593,03102100  ,39.628855,-79.954318,03102100  ,
Morningside College,42.473891,Morningside College, ,-96.359464,00187900  ,42.473240,-96.360738,00187900  ,
Morris College,33.938574,Morris College, ,-80.346155,00343900  ,33.938707,-80.346346,00343900  ,
Morris County Vocational School District,40.877531,Morris County Vocational School District,Morris County School of Technology,-74.479263,01152300  ,40.877531,-74.479263,01152300  ,
Morrison Institute of Technology,41.797100,Morrison Institute of Technology, ,-89.965963,00888000  ,41.797100,-89.965963,00888000  ,
Morton College,41.824303,Morton College, ,-87.762306,00172800  ,41.824303,-87.762306,00172800  ,
Motlow State Community College,35.365903,Motlow State Community College,Motlow|Motlow College|MSCC,-86.299184,00683600  ,35.365519,-86.299406,00683600  ,
Motoring Technical Training Institute,41.791885,Motoring Technical Training Institute,MTTI,-71.324909,03115200  ,41.792171,-71.324714,03115200  ,
MotoRing Technical Training Institute,41.818660,MotoRing Technical Training Institute,MTTI,-71.384761,03115201  ,41.818176,-71.384887,03115201  ,
Mott Community College,43.019941,Mott Community College,C.S. Mott Community College  Charles Stewart Mott Community College,-83.672430,00226100  ,43.019941,-83.672430,00226100  ,
