instnm,Longitude location of institution (HD2019),Latitude location of institution (HD2019),City location of institution (HD2019),Office of Postsecondary Education (OPE) ID Number (HD2019),
Pinnacle Institute of Cosmetology,-80.816426,35.596894,Mooresville,02560600  ,
Pioneer Career and Technology Center,-82.670445,40.903305,Shelby,02239800  ,
Pioneer Pacific College,-122.806581,45.489861,Beaverton,02330100  ,
Pioneer Technology Center,-97.093516,36.727720,Ponca City,01120600  ,
Pipo Academy of Hair Design,-106.459711,31.784460,El Paso,02176100  ,
PITC Institute,-75.145122,40.097592,Wyncote,03781300  ,
Pitt Community College,-77.407203,35.550591,Winterville,00406200  ,
Pittsburg State University,-94.702473,37.392071,Pittsburg,00192600  ,
Pittsburgh Career Institute,-79.995910,40.442726,Pittsburgh,02202300  ,
Pittsburgh Institute of Aeronautics,-79.926575,40.350804,West Mifflin,00531000  ,
Pittsburgh Institute of Mortuary Science Inc,-79.930487,40.459175,Pittsburgh,01081400  ,
Pittsburgh Technical College,-80.189404,40.424679,Oakdale,00743700  ,
Pittsburgh Theological Seminary,-79.921397,40.467347,Pittsburgh,00335600  ,
Pitzer College,-117.706675,34.104107,Claremont,00117200  ,
Pivot Point Academy,-88.076665,41.955935,Bloomingdale,01083600  ,
PJ's College of Cosmetology-Bowling Green,-86.469756,36.979195,Bowling Green,02337200  ,
PJ's College of Cosmetology-Clarksville,-85.768914,38.312100,Clarksville,02241700  ,
PJ's College of Cosmetology-Glasgow,-85.922275,37.012713,Glasgow,02551100  ,
PJ's College of Cosmetology-Richmond,-84.842601,39.832270,Richmond,02304800  ,
Platt College,-95.903824,36.109468,Tulsa,02306800  ,
Platt College-Anaheim,-117.878211,33.809417,Anaheim,03062703  ,
Platt College-Arizona Automotive Institute Arizona,-112.157344,33.537249,Glendale,02306807  ,
Platt College-Aurora,-104.854614,39.661195,Aurora,03014900  ,
Platt College-Berks Technical Institute,-75.978873,40.344627,Wyomissing,02306828  ,
Platt College-Edge Tech Academy,-97.060733,32.708476,Arlington,02306812  ,
Platt College-Lawton,-98.389416,34.605627,Lawton,02306811  ,
Platt College-Los Angeles,-118.150013,34.081723,Alhambra,03062700  ,
Platt College-McCann-Allentown,-75.448981,40.640060,Allentown,02306813  ,
Platt College-McCann-Lewisburg,-76.885311,40.982390,Lewisburg,02306827  ,
Platt College-McCann-Monroe,-92.100980,32.524328,Monroe,02306826  ,
Platt College-Miller-Motte Technical-Augusta,-82.086986,33.494994,Augusta,02306814  ,
Platt College-Miller-Motte Technical-Charleston,-80.044585,32.953274,Charleston,02306816  ,
Platt College-Miller-Motte Technical-Chattanooga,-85.181925,35.034287,Chattanooga,02306817  ,
Platt College-Miller-Motte Technical-Columbus,-84.935912,32.479997,Columbus,02306818  ,
Platt College-Miller-Motte Technical-Conway,-78.993461,33.788822,Conway,02306819  ,
Platt College-Miller-Motte Technical-Macon,-83.687065,32.897821,Macon,02306825  ,
Platt College-Miller-Motte-Cary,-78.740708,35.755124,Cary,02306815  ,
Platt College-Miller-Motte-Fayetteville,-78.881670,35.110960,Fayetteville,02306820  ,
Platt College-Miller-Motte-Jacksonville,-77.413840,34.753428,Jacksonville,02306821  ,
Platt College-Miller-Motte-Raleigh,-78.585676,35.834569,Raleigh,02306823  ,
Platt College-Miller-Motte-Wilmington,-77.882359,34.242761,Wilmington,02306824  ,
Platt College-Moore,-97.478449,35.339154,Moore,02306805  ,
Platt College-OKC-Memorial,-97.563751,35.611128,Oklahoma City,02306804  ,
Platt College-Ontario,-117.571744,34.068595,Ontario,03062701  ,
Platt College-Riverside,-117.298365,33.932923,Riverside,03062702  ,
Platt College-San Diego,-117.063483,32.763730,San Diego,02304300  ,
Platt College-STVT-Corpus Christi,-97.433269,27.739649,Corpus Christi,02306810  ,
Platt College-STVT-McAllen,-98.241774,26.233652,McAllen,02306809  ,
Platt College-STVT-San Antonio,-98.489100,29.355990,San Antonio,02306808  ,
Plaza College,-73.831156,40.714894,Forest Hills,01235800  ,
Plymouth State University,-71.690164,43.759573,Plymouth,00259100  ,
PMCA Pittsburgh Multicultural Cosmetology Academy,-79.999420,40.439395,Pittsburgh,04274400  ,
Point Loma Nazarene University,-117.250265,32.718391,San Diego,00126200  ,
Point Park University,-80.002061,40.438768,Pittsburgh,00335700  ,
Point University,-85.184931,32.879120,West Point,00154700  ,
Polaris Career Center,-81.832474,41.364400,Middleburg Heights,02352800  ,
Polk State College,-81.711873,28.032411,Winter Haven,00151400  ,
Polytech Adult Education,-75.545942,39.072130,Woodside,04235300  ,
Polytechnic University of Puerto Rico-Miami,-80.328482,25.809150,Miami,02100001  ,
Polytechnic University of Puerto Rico-Orlando,-81.253943,28.551580,Orlando,02100002  ,
Pomeroy College of Nursing at Crouse Hospital,-76.137558,43.040018,Syracuse,00644500  ,
Pomona College,-117.714556,34.099027,Claremont,00117300  ,
Pomona Unified School District Adult and Career Education,-117.772606,34.054864,Pomona,03029600  ,
Ponca City Beauty College,-97.068010,36.739570,Ponca City,03109800  ,
Ponce Health Sciences University,-66.589688,18.008300,Ponce,02482400  ,
Ponce Health Sciences University-Centro Universitario de San Juan,-66.059619,18.441175,Santurce,02482401  ,
Ponce Health Sciences University-East,-66.589688,18.008300,Ponce,02482403  ,
Ponce Health Sciences University-St Louis,-90.195676,38.632710,St. Louis,02482402  ,
Ponce Paramedical College Inc,-66.589719,18.008256,Ponce,02534900  ,
Pontifical Catholic University of Puerto Rico-Arecibo,-66.679114,18.446006,Arecibo,00393601  ,
Pontifical Catholic University of Puerto Rico-Mayaguez,-67.145695,18.182375,Mayaguez,00393603  ,
Pontifical Catholic University of Puerto Rico-Ponce,-66.617138,18.001650,Ponce,00393600  ,
Pontifical College Josephinum,-83.018829,40.120735,Columbus,00311300  ,
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,-76.998724,38.931652,Washington,01280300  ,
Pontifical John Paul II Institute for Studies on Marriage and Family,-76.998606,38.933246,Washington,04142700  ,
Pontotoc Technology Center,-96.683815,34.748400,Ada,02597400  ,
Pope St John XXIII National Seminary,-71.311059,42.339408,Weston,00220200  ,
Poplar Bluff Technical Career Center,-90.450477,36.793776,Poplar Bluff,00543000  ,
Port Huron Cosmetology College,-83.398624,42.700677,Waterford,00894600  ,
Portage Lakes Career Center,-81.472008,40.943122,Uniontown,00888600  ,
Porter and Chester Institute of Hamden,-72.931908,41.346568,Hamden,00730500  ,
Porter and Chester Institute of Stratford,-73.149023,41.169646,Stratford,01077900  ,
Porterville College,-119.014368,36.049256,Porterville,00126800  ,
Portland Actors Conservatory,-122.670741,45.500424,Portland,04146500  ,
Portland Community College,-122.730876,45.438154,Portland,00321300  ,
Portland State University,-122.686289,45.511601,Portland,00321600  ,
Post University,-73.081497,41.535549,Waterbury,00140100  ,
Potomac State College of West Virginia University,-78.981441,39.438323,Keyser,00382711  ,
Poway Adult School,-117.035819,32.978817,Poway,-2        ,
PPG Technical College,-66.038451,18.247162,Caguas,04240900  ,
Prairie State College,-87.638943,41.525316,Chicago Heights,00164000  ,
Prairie View A & M University,-95.989475,30.092425,Prairie View,00363000  ,
Pratt Community College,-98.714538,37.654451,Pratt,00193800  ,
Pratt Institute-Main,-73.964310,40.691297,Brooklyn,00279800  ,
Praxis Institute,-80.225327,25.765385,Miami,03114700  ,
Precision Manufacturing Institute,-80.157484,41.644301,Meadville,03923300  ,
Premier Academy of Cosmetology,-95.766472,34.941596,McAlester,04279300  ,
Premier Barber Institute,-75.333151,40.110650,Norristown,04252300  ,
Premiere Career College,-117.990894,34.079755,Irwindale,03125800  ,
Premiere International College,-81.864154,26.639307,Fort Myers,04258500  ,
Preparing People Barber Styling College,-96.764386,32.773309,Dallas,04232900  ,
Presbyterian College,-81.874480,34.465834,Clinton,00344500  ,
Presbyterian Theological Seminary in America,-118.047065,33.888560,Santa Fe Springs,04122800  ,
Prescott College,-112.477185,34.545200,Prescott,02065300  ,
Presentation College,-98.491290,45.483339,Aberdeen,00346700  ,
Presidio Graduate School,-122.475292,37.800260,San Francisco,04235500  ,
Prestige Health & Beauty Sciences Academy,-80.132918,25.931398,North Miami Beach,04214500  ,
Prince George's Community College,-76.824623,38.888689,Largo,00208900  ,
Princess Beauty School,-83.293187,42.325986,Dearborn Heights,04231800  ,
Princess Institute of Beauty,-119.431745,36.603678,Reedley,04272100  ,
Princeton Theological Seminary,-74.666450,40.345849,Princeton,00262600  ,
Princeton University,-74.659365,40.348732,Princeton,00262700  ,
Principia College,-90.350285,38.948835,Elsah,00174400  ,
Prism Career Institute-Cherry Hill,-75.051138,39.931301,Cherry Hill,02558703  ,
Prism Career Institute-Philadelphia,-75.046375,40.057804,Philadelphia,02558700  ,
Prism Career Institute-West Atlantic City,-74.493112,39.377288,West  Atlantic City,02558704  ,
Pro Beauty Academy,-74.340019,40.571036,Edison,04277800  ,
Pro Way Hair School,-84.205183,33.801802,Stone Mountain,01205100  ,
Professional Academy of Cosmetology,-75.332974,40.114113,Norristown,04124600  ,
Professional Career Training Institute,-95.426197,29.981090,Houston,04082300  ,
Professional Cosmetology Education Center,-92.664101,33.216032,El Dorado,02202400  ,
Professional Golfers Career College,-117.163739,33.528952,Temecula,03367300  ,
Professional Hands Institute,-80.250648,25.779427,Miami,04143100  ,
Professional Institute of Beauty,-118.039028,34.075561,El Monte,01298400  ,
Professional Skills Institute,-83.672408,41.584008,Maumee,02337700  ,
Professional Technical Institution Inc,-66.174733,18.377668,Bayamon,03085700  ,
Professional's Choice Hair Design Academy,-88.148846,41.523122,Joliet,02323300  ,
Profile Institute of Barber-Styling,-84.388057,33.681424,Atlanta,04149900  ,
Protege Academy,-84.452903,42.724862,East Lansing,04184700  ,
Protege Academy,-84.751095,43.611370,Mt. Pleasant,04184701  ,
Providence Christian College,-118.141062,34.149327,Pasadena,04153900  ,
Providence College,-71.437446,41.842742,Providence,00340600  ,
Provo College,-111.684310,40.245294,Provo,02360800  ,
Pryor Beauty College,-95.324824,36.309390,Pryor,03329400  ,
Pueblo Community College,-104.636258,38.262124,Pueblo,02116300  ,
Puerto Rico School of Nurse Anesthetists,-66.054156,18.411332,Hato Rey,04278900  ,
Purdue University Fort Wayne,-85.108962,41.117278,Fort Wayne,00182800  ,
Purdue University Global,-86.109501,39.918440,Indianapolis,00458600  ,
Purdue University Global-Augusta,-69.789786,44.340912,Augusta,00458617  ,
Purdue University Global-Cedar Falls,-92.448419,42.474593,Cedar Falls,00458607  ,
Purdue University Global-Cedar Rapids,-91.713507,41.949597,Cedar Rapids,00458604  ,
Purdue University Global-Davenport,-90.550682,41.555024,Davenport,00458621  ,
Purdue University Global-Des Moines,-93.778426,41.645171,Urbandale,00458605  ,
Purdue University Global-Hagerstown,-77.722799,39.672900,Hagerstown,00458612  ,
Purdue University Global-Lewiston,-70.214094,44.091040,Lewiston,00458616  ,
Purdue University Global-Lincoln,-96.694181,40.808915,Lincoln,00458609  ,
Purdue University Global-Mason City,-93.238946,43.149615,Mason City,00458606  ,
Purdue University Global-Milwaukee,-87.913354,43.038608,Milwaukee,00458619  ,
Purdue University Global-Omaha,-96.072772,41.309515,Omaha,00458608  ,
Purdue University Global-St. Louis,-90.449121,38.690763,St. Louis,00458620  ,
Purdue University Northwest,-87.474236,41.584324,Hammond,00182700  ,
Purdue University-Main Campus,-86.914435,40.428206,West Lafayette,00182500  ,
Pure Aesthetics Natural Skincare School,-110.929841,32.235720,Tucson,04177500  ,
Putnam Career and Technical Center,-81.923563,38.535038,Eleanor,03098300  ,
Quality Technical and Beauty College,-66.147188,18.394314,Bayamon,03068400  ,
Queen City College,-87.408706,36.573521,Clarksville,02539800  ,
Queens University of Charlotte,-80.833509,35.189051,Charlotte,00295700  ,
Quest College,-98.563006,29.507453,San Antonio,03400300  ,
Quincy College,-71.003476,42.252416,Quincy,00220500  ,
Quincy University,-91.385975,39.938898,Quincy,00174500  ,
Quinebaug Valley Community College,-71.889673,41.826230,Danielson,01053000  ,
Quinnipiac University,-72.894117,41.418915,Hamden,00140200  ,
Quinsigamond Community College,-71.795030,42.313790,Worcester,00217500  ,
Rabbi Jacob Joseph School,-74.397954,40.501001,Edison,03077500  ,
Rabbinical Academy Mesivta Rabbi Chaim Berlin,-73.963702,40.618467,Brooklyn,00397600  ,
Rabbinical College Beth Shraga,-74.072580,41.114116,Monsey,01094300  ,
Rabbinical College Bobover Yeshiva Bnei Zion,-73.985026,40.631954,Brooklyn,00861400  ,
Rabbinical College of America,-74.498780,40.805705,Morristown,00860900  ,
Rabbinical College of Long Island,-73.670238,40.586427,Long Beach,01037800  ,
Rabbinical College of Ohr Shimon Yisroel,-73.956772,40.704389,Brooklyn,03129200  ,
Rabbinical College Ohr Yisroel,-73.896524,40.629707,Brooklyn,04230100  ,
Rabbinical College Telshe,-81.485261,41.593533,Wickliffe,00311500  ,
Rabbinical Seminary of America,-73.817161,40.723080,Flushing,00397800  ,
Radford M Locklin Technical College,-87.099710,30.648077,Milton,02554200  ,
Radford University,-80.549728,37.136907,Radford,00373200  ,
Radford University-Carilion,-79.939574,37.265985,Roanoke,00373205  ,
Radiological Technologies University VT,-86.249730,41.673380,South Bend,04232800  ,
Rainy River Community College,-93.431603,48.590001,International Falls,00677500  ,
Ralph R Willis Career and Technical Center,-81.942890,37.826940,Stollings,02524500  ,
Ramapo College of New Jersey,-74.174086,41.080942,Mahwah,00934400  ,
Rancho Santiago Community College District Office,-117.868261,33.767331,Santa Ana,00699100  ,
Randall University,-97.491107,35.300757,Moore,01026600  ,
Randolph College,-79.171887,37.437315,Lynchburg,00373400  ,
Randolph Community College,-79.828538,35.672814,Asheboro,00544700  ,
Randolph Technical Center,-79.852118,38.890857,Elkins,04234800  ,
Randolph-Macon College,-77.478416,37.760430,Ashland,00373300  ,
Ranger College,-98.685215,32.456773,Ranger,00360300  ,
Ranken Technical College,-90.248465,38.653303,Saint Louis,01250000  ,
Raphael's School of Beauty Culture Inc-Alliance,-81.152086,40.902642,Alliance,02563000  ,
Raphael's School of Beauty Culture Inc-Boardman,-80.679801,41.023710,Boardman,03067600  ,
Raphael's School of Beauty Culture Inc-Brunswick,-81.806142,41.240245,Brunswick,02287903  ,
Raphael's School of Beauty Culture Inc-Niles,-80.728030,41.197513,Niles,02287900  ,
Rappahannock Community College,-76.623913,37.564425,Glenns,00916000  ,
Raritan Valley Community College,-74.688127,40.609681,Branchburg,00773100  ,
Rasmussen College-Florida,-82.197343,29.140099,Ocala,00869410  ,
Rasmussen College-Illinois,-88.998854,42.267628,Rockford,00869402  ,
Rasmussen College-Kansas,-95.751719,39.056302,Topeka,00869424  ,
Rasmussen College-Minnesota,-94.206254,45.548117,St. Cloud,00869400  ,
Rasmussen College-North Dakota,-96.848937,46.848362,Fargo,00869408  ,
Rasmussen College-Wisconsin,-88.080783,44.526244,Green Bay,00869414  ,
Ravenscroft Beauty College,-85.046078,41.121802,Fort Wayne,02084800  ,
Ray J's College of Hair,-91.111011,30.464941,Baton Rouge,04268100  ,
Reading Area Community College,-75.935086,40.334861,Reading,01038800  ,
Reading Hospital School of Health Sciences,-75.950474,40.326060,Reading,00656500  ,
Reconstructionist Rabbinical College,-75.149506,40.087689,Wyncote,02273400  ,
Red Lake Nation College,-95.009828,47.880085,Red Lake,04271800  ,
Red River Technology Center,-97.990290,34.491393,Duncan,00531200  ,
Red Rocks Community College,-105.150094,39.720277,Lakewood,00954300  ,
Redlands Community College,-97.974592,35.518475,El Reno,00315600  ,
Redondo Beach Beauty College,-118.372137,33.873098,Redondo Beach,00720900  ,
Reed College,-122.630348,45.480959,Portland,00321700  ,
Reedley College,-119.458555,36.605428,Reedley,00130800  ,
Reflections Academy of Beauty,-88.956239,39.843265,Decatur,04189400  ,
Reformed Presbyterian Theological Seminary,-79.897657,40.447417,Pittsburgh,00335800  ,
Reformed University,-84.078140,33.971966,Lawrenceville,04256700  ,
Refrigeration School Inc,-111.989357,33.448692,Phoenix,01168900  ,
Regan Career Institute,-118.030152,34.070176,El Monte,04255400  ,
Regent University,-76.194627,36.801173,Virginia Beach,03091300  ,
Regina Webb Academy,-86.427834,36.952887,Bowling Green,04247700  ,
Regional Center for Border Health,-114.711558,32.596919,Somerton,04237700  ,
Regis College,-71.310561,42.351291,Weston,00220600  ,
Regis University,-105.030756,39.788175,Denver,00136300  ,
Reid State Technical College,-86.964797,31.460265,Evergreen,00569200  ,
